1,1,1,"En El Principio, Dios hizo los cielos y el suelo."
1,1,2,"El suelo estaba vacío y oscuro, y el Espíritu de Dios cernían sobre la faz de las aguas."
1,1,3,"Dios mandó: ``Que haya luz'', y hubo luz."
1,1,4,"Dios miró la luz y estaba feliz con lo que vio, luego separaron la luz y la oscuridad."
1,1,5,Dios llamó a la luz Día y a la oscuridad Noche. La tarde y la mañana marcaron el paso del primer día.
1,1,6,"Entonces Dios mandó que se creara una división entre las aguas, separándolas unas de otras."
1,1,7,Dios dividió las aguas de abajo de las aguas de arriba.
1,1,8,"Dios llamó al espacio Cielo. Luego vino la tarde y la mañana, terminando el segundo día."
1,1,9,"Dios mandó ``Que las aguas bajo los cielos se reunieran como una sola, y que se revele el suelo'', y así fue."
1,1,10,"Dios llamó al suelo Tierra y a las aguas que se habían reunido Mares, y Dios estaba feliz con lo que vio."
1,1,11,"Entonces Dios mandó: ``Que la tierra produzca hierba, plantas que lleven semillas, y árboles que dan fruta con semillas'', y así fue."
1,1,12,"La hierba y las plantas de varios tipos fueron creadas por la tierra, cada una con semillas, y árboles que dan fruta con semillas, y Dios estaba feliz con lo que vio."
1,1,13,"Entonces vino la tarde y la mañana, terminando el tercer día."
1,1,14,"Entonces Dios mandó: ``Que se coloquen luces en el cielo para separar el día de la noche. Servirán como señales para el paso del tiempo y para las estaciones,"
1,1,15,"y que sus luces brillen en el cielo para iluminar la tierra'', y así fue."
1,1,16,"Dios creó dos cuerpos luminosos, el más grande para presidir el día y el más pequeño para la noche junto a las estrellas."
1,1,17,"Dios los colocó en los cielos para iluminar la tierra, para tener dominio sobre el día y la noche,"
1,1,18,y separar la luz de la oscuridad. Dios estaba feliz con lo que vio.
1,1,19,"Entonces vino la tarde y la mañana, terminando el cuarto día."
1,1,20,"Dios mandó: ``Que las aguas se llenen de vida, y que los aves vuelen en el cielo sobre la tierra'', y así fue."
1,1,21,"Dios hizo todo los peces que mueven a través del agua, y cada tipo de aves, y Dios estaba feliz con lo que vio."
1,1,22,"Dios los bendijo, diciendo: ``Que seas fértil y multiplícate, llena los océanos con vida y multiplica los aves en la tierra''."
1,1,23,"Entonces vino la tarde y la mañana, terminando el quinto día."
1,1,24,"Entonces Dios mandó: ``Que la tierra produzca seres vivientes de todas clases- ganados, criaturas que se arrastran, y bestias salvajes'', y así fue."
